timestamp,dataset,t,prompt,cfg,lora,block,seed,probe_acc,knn_acc,n_train,n_test,train_file
2026-08-11T13:38:34,cub,300,P3,0.0,none,cond/up_2,0,0.2166,0.0538,5994,5794,cub_train_t300_P3_cfg0.0.pt
2026-08-11T13:38:35,cub,300,P3,0.0,none,cfg/down_2,0,0.2285,0.0784,5994,5794,cub_train_t300_P3_cfg0.0.pt
2026-08-11T13:38:35,cub,300,P3,0.0,none,cfg/mid,0,0.2247,0.0880,5994,5794,cub_train_t300_P3_cfg0.0.pt
2026-08-11T13:38:36,cub,300,P3,0.0,none,cfg/up_0,0,0.1840,0.0656,5994,5794,cub_train_t300_P3_cfg0.0.pt
2026-08-11T13:38:36,cub,300,P3,0.0,none,cfg/up_1,0,0.2071,0.0654,5994,5794,cub_train_t300_P3_cfg0.0.pt
2026-08-11T13:38:37,cub,300,P3,0.0,none,cfg/up_2,0,0.1344,0.0492,5994,5794,cub_train_t300_P3_cfg0.0.pt
2026-08-11T13:38:49,cub,300,P3,1.0,none,cond/down_2,0,0.9218,0.2342,5994,5794,cub_train_t300_P3_cfg1.0.pt
2026-08-11T13:38:50,cub,300,P3,1.0,none,cond/mid,0,0.9411,0.2741,5994,5794,cub_train_t300_P3_cfg1.0.pt
2026-08-11T13:38:50,cub,300,P3,1.0,none,cond/up_0,0,0.6966,0.1060,5994,5794,cub_train_t300_P3_cfg1.0.pt
2026-08-11T13:38:51,cub,300,P3,1.0,none,cond/up_1,0,0.6914,0.1086,5994,5794,cub_train_t300_P3_cfg1.0.pt
2026-08-11T13:38:51,cub,300,P3,1.0,none,cond/up_2,0,0.2166,0.0538,5994,5794,cub_train_t300_P3_cfg1.0.pt
2026-08-11T13:38:52,cub,300,P3,1.0,none,cfg/down_2,0,0.9218,0.2342,5994,5794,cub_train_t300_P3_cfg1.0.pt
2026-08-11T13:38:52,cub,300,P3,1.0,none,cfg/mid,0,0.9411,0.2741,5994,5794,cub_train_t300_P3_cfg1.0.pt
2026-08-11T13:38:53,cub,300,P3,1.0,none,cfg/up_0,0,0.6966,0.1060,5994,5794,cub_train_t300_P3_cfg1.0.pt
2026-08-11T13:38:53,cub,300,P3,1.0,none,cfg/up_1,0,0.6914,0.1086,5994,5794,cub_train_t300_P3_cfg1.0.pt
2026-08-11T13:38:54,cub,300,P3,1.0,none,cfg/up_2,0,0.2166,0.0538,5994,5794,cub_train_t300_P3_cfg1.0.pt
2026-08-11T13:39:06,cub,300,P3,2.0,none,cond/down_2,0,0.9199,0.2283,5994,5794,cub_train_t300_P3_cfg2.0.pt
